"Eleição";"N";"Mínimo";"Máximo";"Média";"Desvio";"Coef.V"
1998;30;0,221826629435181;0,717024031265427;0,449450901079152;0,139866894682145;31,1195047882468
2002;30;0,206991918657604;0,716922731468064;0,436881400063272;0,163152232473911;37,3447421772321
2006;29;0,244467518285809;0,751631146696544;0,48734629752654;0,139183519650738;28,5594700025721
2010;27;0,20009208375926;0,759180728070821;0,488871299168834;0,149184940572805;30,5161994223112
2014;32;0,194064137834136;0,731682793639213;0,497507870430689;0,14861372935022;29,8716338339665
2018;35;0,200346324410678;0,733388328666399;0,53024274581951;0,126216387516568;23,8035104698125
